abstained_unmatched,classifier,column,correct,dataset,declared,false_links,fit_and_eval_seconds,lambda,missing_matches,n_fit_pairs,n_train_negative_pairs,n_train_pairs,n_train_positive_pairs,n_true_records,n_unmatched_records,n_validation_pairs,negative_to_positive_ratio,protocol_source,psi,seed,seed_role,side,sklearn_version,threshold,threshold_grid_extreme,threshold_grid_high,threshold_grid_low,validation_f1,warnings,xgboost_version
84,SVM,forced-1:1,1073,DBLP,1101,28,0.29251623153686523,0.025431425976385105,123,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10165289256198347,42,primary,string,1.9.0,0.7000000000000002,False,False,False,0.9133192389006343,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
91,SVM,forced-1:1,1096,DBLP,1134,38,0.2999308109283447,0.03350970017636684,83,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06939799331103678,43,primary,string,1.9.0,0.6000000000000002,False,False,False,0.9300411522633745,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
81,SVM,forced-1:1,1108,DBLP,1136,28,0.30195116996765137,0.02464788732394366,91,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07489711934156379,44,primary,string,1.9.0,0.5500000000000002,False,False,False,0.9171974522292994,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
71,SVM,forced-1:1,1132,DBLP,1182,50,0.30106258392333984,0.04230118443316413,55,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04541701073492981,45,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.9139344262295082,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
100,SVM,forced-1:1,1081,DBLP,1104,23,0.3056197166442871,0.020833333333333332,104,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0873215785054576,46,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.925,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
71,SVM,forced-1:1,1136,DBLP,1176,40,0.2893402576446533,0.034013605442176874,61,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05004101722723544,47,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.9124236252545825,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
80,SVM,forced-1:1,1097,DBLP,1136,39,0.29909348487854004,0.03433098591549296,92,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.076158940397351,48,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9367088607594937,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
78,SVM,forced-1:1,1113,DBLP,1143,30,0.29717230796813965,0.026246719160104987,87,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0714872637633525,49,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.9260042283298098,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
85,SVM,forced-1:1,1092,DBLP,1124,32,0.30946946144104004,0.028469750889679714,99,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0820215410107705,50,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.9200863930885529,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
97,SVM,forced-1:1,1059,DBLP,1087,28,0.2995460033416748,0.025758969641214352,124,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10367892976588629,51,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.9465020576131687,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
82,XGB,forced-1:1,1139,DBLP,1169,30,0.5630159378051758,0.02566295979469632,57,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.047107438016528926,42,primary,string,1.9.0,0.40000000000000013,False,False,False,0.9135802469135802,[],3.3.0
96,XGB,forced-1:1,1075,DBLP,1104,29,0.5419368743896484,0.026268115942028984,108,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0903010033444816,43,primary,string,1.9.0,0.7000000000000002,False,False,False,0.9386892177589852,[],3.3.0
81,XGB,forced-1:1,1119,DBLP,1143,24,0.5736145973205566,0.02099737532808399,84,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0691358024691358,44,primary,string,1.9.0,0.5500000000000002,False,False,False,0.9302325581395349,[],3.3.0
80,XGB,forced-1:1,1143,DBLP,1175,32,0.5731639862060547,0.02723404255319149,53,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04376548307184145,45,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.926530612244898,[],3.3.0
94,XGB,forced-1:1,1111,DBLP,1140,29,0.5431737899780273,0.02543859649122807,74,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06213266162888329,46,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.9498997995991983,[],3.3.0
75,XGB,forced-1:1,1102,DBLP,1128,26,0.6689543724060059,0.02304964539007092,105,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08613617719442165,47,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9133192389006343,[],3.3.0
83,XGB,forced-1:1,1068,DBLP,1096,28,0.5641851425170898,0.025547445255474453,129,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10678807947019868,48,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.9271523178807947,[],3.3.0
85,XGB,forced-1:1,1110,DBLP,1127,17,0.5581655502319336,0.015084294587400177,96,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07888249794576828,49,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.9186813186813186,[],3.3.0
71,XGB,forced-1:1,1142,DBLP,1188,46,0.5614123344421387,0.03872053872053872,49,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04059652029826015,50,diagnostic,string,1.9.0,0.25000000000000006,False,False,False,0.9227642276422764,[],3.3.0
94,XGB,forced-1:1,1091,DBLP,1119,28,0.5582566261291504,0.025022341376228777,95,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0794314381270903,51,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9443298969072165,[],3.3.0
76,MLP,forced-1:1,1075,DBLP,1109,34,1.0764179229736328,0.030658250676284943,123,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10165289256198347,42,primary,string,1.9.0,0.6000000000000002,False,False,False,0.9152542372881356,[],3.3.0
74,MLP,forced-1:1,1125,DBLP,1182,57,0.5985944271087646,0.048223350253807105,52,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.043478260869565216,43,primary,string,1.9.0,0.45000000000000007,False,False,False,0.9304174950298211,[],3.3.0
77,MLP,forced-1:1,1102,DBLP,1135,33,0.6252751350402832,0.02907488986784141,96,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07901234567901234,44,primary,string,1.9.0,0.5000000000000001,False,False,False,0.9156118143459916,[],3.3.0
73,MLP,forced-1:1,1134,DBLP,1178,44,1.0971779823303223,0.03735144312393888,57,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04706853839801817,45,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.9180327868852459,[],3.3.0
100,MLP,forced-1:1,1049,DBLP,1072,23,1.0154352188110352,0.021455223880597014,136,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.11418975650713686,46,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.9243697478991597,[],3.3.0
69,MLP,forced-1:1,1122,DBLP,1160,38,0.9512717723846436,0.032758620689655175,79,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06480721903199343,47,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.9061224489795918,[],3.3.0
73,MLP,forced-1:1,1116,DBLP,1162,46,0.8207685947418213,0.039586919104991396,73,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.060430463576158944,48,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.9336099585062241,[],3.3.0
77,MLP,forced-1:1,1116,DBLP,1148,32,1.0419340133666992,0.027874564459930314,83,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06820049301561217,49,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.923728813559322,[],3.3.0
68,MLP,forced-1:1,1135,DBLP,1189,54,1.1610743999481201,0.045416316232127836,51,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04225352112676056,50,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.9178356713426854,[],3.3.0
94,MLP,forced-1:1,1031,DBLP,1060,29,0.7627198696136475,0.027358490566037737,154,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.12876254180602006,51,diagnostic,string,1.9.0,0.7000000000000002,False,False,False,0.9433962264150944,[],3.3.0
74,LR,forced-1:1,1097,DBLP,1163,66,0.16478180885314941,0.05674978503869303,71,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05867768595041322,42,primary,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.8823529411764706,[],3.3.0
77,LR,forced-1:1,1099,DBLP,1179,80,0.1634221076965332,0.06785411365564037,52,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.043478260869565216,43,primary,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.8709055876685935,[],3.3.0
84,LR,forced-1:1,1061,DBLP,1109,48,0.16036486625671387,0.04328223624887286,115,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09465020576131687,44,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8805031446540881,[],3.3.0
84,LR,forced-1:1,1065,DBLP,1109,44,0.16431760787963867,0.03967538322813345,115,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09496284062758051,45,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.9152542372881356,[],3.3.0
102,LR,forced-1:1,1067,DBLP,1106,39,0.16125798225402832,0.0352622061482821,100,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08396305625524769,46,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8801571709233792,[],3.3.0
87,LR,forced-1:1,1028,DBLP,1062,34,0.159775972366333,0.032015065913371,159,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.13043478260869565,47,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8818565400843882,[],3.3.0
89,LR,forced-1:1,1050,DBLP,1097,47,0.159254789352417,0.04284412032816773,122,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10099337748344371,48,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8884381338742393,[],3.3.0
87,LR,forced-1:1,1037,DBLP,1082,45,0.15947175025939941,0.041589648798521256,139,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.114215283483977,49,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8752642706131079,[],3.3.0
89,LR,forced-1:1,1068,DBLP,1112,44,0.16153407096862793,0.039568345323741004,107,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08864954432477216,50,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8840864440078585,[],3.3.0
107,LR,forced-1:1,1003,DBLP,1044,41,0.1609032154083252,0.039272030651340994,157,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.13127090301003344,51,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.889795918367347,[],3.3.0
92,SVM,forced-1:1,1101,DBLP,1132,31,0.309551477432251,0.027385159010600707,84,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06942148760330578,42,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.9168356997971603,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
107,SVM,forced-1:1,1083,DBLP,1108,25,0.31685900688171387,0.02256317689530686,93,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07775919732441472,43,primary,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.8921161825726142,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
91,SVM,forced-1:1,1086,DBLP,1114,28,0.32468533515930176,0.025134649910233394,103,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08477366255144032,44,primary,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.9175475687103594,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
85,SVM,forced-1:1,1117,DBLP,1158,41,0.3292398452758789,0.03540587219343696,65,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.053674649050371594,45,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.930327868852459,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
115,SVM,forced-1:1,1006,DBLP,1022,16,0.3312373161315918,0.015655577299412915,171,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.14357682619647355,46,diagnostic,bi-encoder,1.9.0,0.8000000000000002,False,False,False,0.905982905982906,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
83,SVM,forced-1:1,1062,DBLP,1085,23,0.31435251235961914,0.02119815668202765,140,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.11484823625922888,47,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.9133192389006343,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
89,SVM,forced-1:1,1118,DBLP,1159,41,0.321749210357666,0.03537532355478861,60,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04966887417218543,48,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.920892494929006,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
81,SVM,forced-1:1,1108,DBLP,1147,39,0.31263065338134766,0.03400174367916303,80,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0657354149548069,49,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.906054279749478,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
90,SVM,forced-1:1,1114,DBLP,1153,39,0.31851673126220703,0.033824804856895055,65,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.053852526926263466,50,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.9169960474308301,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
106,SVM,forced-1:1,1051,DBLP,1085,34,0.32103538513183594,0.03133640552995392,117,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09782608695652174,51,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.926829268292683,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
86,XGB,forced-1:1,1082,DBLP,1110,28,0.5764980316162109,0.025225225225225224,112,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09256198347107437,42,primary,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.9208333333333333,[],3.3.0
102,XGB,forced-1:1,1104,DBLP,1143,39,0.5763139724731445,0.03412073490813648,63,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.052675585284280936,43,primary,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.9124236252545825,[],3.3.0
83,XGB,forced-1:1,1094,DBLP,1120,26,0.6023914813995361,0.023214285714285715,105,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08641975308641975,44,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.9267241379310345,[],3.3.0
69,XGB,forced-1:1,1142,DBLP,1187,45,0.5962643623352051,0.037910699241786014,52,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.042939719240297276,45,diagnostic,bi-encoder,1.9.0,0.25000000000000006,False,False,False,0.9240246406570842,[],3.3.0
110,XGB,forced-1:1,1057,DBLP,1070,13,0.5691723823547363,0.012149532710280374,128,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.10747271200671704,46,diagnostic,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.9324894514767933,[],3.3.0
82,XGB,forced-1:1,1051,DBLP,1069,18,0.6029269695281982,0.01683816651075772,157,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.1287940935192781,47,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.9200863930885529,[],3.3.0
81,XGB,forced-1:1,1131,DBLP,1174,43,0.5952816009521484,0.036626916524701875,53,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.043874172185430466,48,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.9249492900608519,[],3.3.0
80,XGB,forced-1:1,1116,DBLP,1146,30,0.5894994735717773,0.02617801047120419,82,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06737880032867707,49,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.902542372881356,[],3.3.0
87,XGB,forced-1:1,1089,DBLP,1122,33,0.5939226150512695,0.029411764705882353,99,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0820215410107705,50,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.9147609147609148,[],3.3.0
87,XGB,forced-1:1,1116,DBLP,1162,46,0.5980072021484375,0.039586919104991396,59,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04933110367892977,51,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.9267326732673268,[],3.3.0
71,MLP,forced-1:1,1127,DBLP,1174,47,1.3278322219848633,0.04003407155025554,63,1916,1198,2396,1198,1210,98,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05206611570247934,42,primary,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.912,"[""ConvergenceWarning: Stochastic Optimizer: Maximum iterations (300) reached and the optimization hasn't converged yet.""]",3.3.0
88,MLP,forced-1:1,1126,DBLP,1169,43,1.1613407135009766,0.036783575705731396,51,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.042642140468227424,43,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.891566265060241,[],3.3.0
68,MLP,forced-1:1,1138,DBLP,1188,50,1.2411682605743408,0.04208754208754209,52,1908,1193,2386,1193,1215,93,478,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04279835390946502,44,primary,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.9116465863453815,[],3.3.0
75,MLP,forced-1:1,1152,DBLP,1198,46,1.245124101638794,0.038397328881469114,35,1915,1197,2394,1197,1211,97,479,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.028901734104046242,45,diagnostic,bi-encoder,1.9.0,0.25000000000000006,False,False,False,0.932,[],3.3.0
108,MLP,forced-1:1,1103,DBLP,1122,19,1.182433843612671,0.01693404634581105,78,1947,1217,2434,1217,1191,117,487,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0654911838790932,46,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.9246031746031746,[],3.3.0
