correct,dataset,declared,evaluation_seconds,false_links,fraction,lambda,missing_matches,model_loaded_from_checkpoint,model_path,n_fit_pairs,n_holdout,n_labelled_a,n_train_pairs_total,n_true_records,n_validation_pairs,prediction_path,psi,score_path,seed,threshold,train_seconds_this_run,unmatched_abstentions,validation_f1
959,DBLP,966,29.0128231048584,7,0.6,0.007246376811594203,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_44,56039,1047,1569,70049,972,14010,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed44.csv,0.0102880658436214,sigmoid(CrossEncoder.predict),44,0.9000000000000002,367.0049638748169,71,0.9415807560137457
945,DBLP,955,28.924883127212524,10,0.6,0.010471204188481676,15,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_45,56375,1047,1569,70469,964,14094,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed45.csv,0.015560165975103735,sigmoid(CrossEncoder.predict),45,0.9000000000000002,400.9046034812927,77,0.9442508710801394
939,DBLP,956,29.536148071289062,17,0.6,0.01778242677824268,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_46,56920,1047,1569,71151,950,14231,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed46.csv,0.008421052631578947,sigmoid(CrossEncoder.predict),46,0.8000000000000002,384.0270137786865,83,0.9084745762711864
953,DBLP,974,29.439805030822754,21,0.6,0.021560574948665298,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_47,56130,1047,1569,70163,970,14033,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed47.csv,0.008247422680412371,sigmoid(CrossEncoder.predict),47,0.20000000000000004,380.001344203949,65,0.9572649572649573
953,DBLP,967,29.17485213279724,14,0.6,0.014477766287487074,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_48,56111,1047,1569,70139,969,14028,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed48.csv,0.008255933952528379,sigmoid(CrossEncoder.predict),48,0.5500000000000002,385.57940769195557,72,0.9290540540540541
961,DBLP,976,28.98760223388672,15,0.6,0.015368852459016393,4,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_49,56067,1047,1569,70084,972,14017,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed49.csv,0.00411522633744856,sigmoid(CrossEncoder.predict),49,0.8500000000000002,378.8297207355499,67,0.9306260575296108
946,DBLP,971,29.318986892700195,25,0.6,0.025746652935118436,6,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_50,56388,1047,1569,70486,963,14098,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed50.csv,0.006230529595015576,sigmoid(CrossEncoder.predict),50,0.20000000000000004,370.71907591819763,70,0.933786078098472
939,DBLP,963,29.77037739753723,24,0.6,0.024922118380062305,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p60/seed_51,56659,1047,1569,70824,957,14165,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p60_seed51.csv,0.01044932079414838,sigmoid(CrossEncoder.predict),51,0.25000000000000006,384.298091173172,74,0.9324324324324325
714,DBLP,722,22.056785106658936,8,0.7,0.0110803324099723,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_42,65647,785,1831,82059,727,16412,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed42.csv,0.013755158184319119,sigmoid(CrossEncoder.predict),42,0.8000000000000002,432.06957173347473,53,0.9401197604790419
711,DBLP,727,21.962196826934814,16,0.7,0.02200825309491059,6,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_43,65802,785,1831,82253,723,16451,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed43.csv,0.008298755186721992,sigmoid(CrossEncoder.predict),43,0.6000000000000002,434.4749345779419,52,0.9397944199706314
725,DBLP,731,22.0772225856781,6,0.7,0.008207934336525308,6,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_44,65394,785,1831,81743,733,16349,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed44.csv,0.008185538881309686,sigmoid(CrossEncoder.predict),44,0.20000000000000004,446.93754172325134,48,0.9358600583090378
720,DBLP,730,22.563562631607056,10,0.7,0.0136986301369863,4,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_45,65636,785,1831,82046,727,16410,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed45.csv,0.005502063273727648,sigmoid(CrossEncoder.predict),45,0.9000000000000002,426.1949574947357,51,0.9179856115107914
704,DBLP,714,22.303410530090332,10,0.7,0.014005602240896359,7,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_46,66243,785,1831,82804,712,16561,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed46.csv,0.009831460674157303,sigmoid(CrossEncoder.predict),46,0.9000000000000002,475.6247978210449,64,0.9246376811594202
715,DBLP,725,22.142333984375,10,0.7,0.013793103448275862,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_47,65510,785,1831,81888,729,16378,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed47.csv,0.013717421124828532,sigmoid(CrossEncoder.predict),47,0.9000000000000002,442.6585762500763,50,0.9376854599406528
714,DBLP,718,22.06710934638977,4,0.7,0.005571030640668524,11,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_48,65550,785,1831,81938,728,16388,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed48.csv,0.01510989010989011,sigmoid(CrossEncoder.predict),48,0.7000000000000002,431.64669251441956,56,0.9420505200594353
717,DBLP,725,22.04774260520935,8,0.7,0.011034482758620689,6,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_49,65709,785,1831,82137,725,16428,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed49.csv,0.008275862068965517,sigmoid(CrossEncoder.predict),49,0.8000000000000002,447.8603980541229,54,0.9321533923303835
702,DBLP,720,22.04963779449463,18,0.7,0.025,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_50,65845,785,1831,82307,721,16462,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed50.csv,0.011095700416088766,sigmoid(CrossEncoder.predict),50,0.9000000000000002,442.25020813941956,57,0.9380530973451328
701,DBLP,707,22.126600742340088,6,0.7,0.008486562942008486,11,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p70/seed_51,66066,785,1831,82583,716,16517,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p70_seed51.csv,0.015363128491620111,sigmoid(CrossEncoder.predict),51,0.8500000000000002,438.23635625839233,67,0.9382352941176471
480,DBLP,490,14.61545181274414,10,0.8,0.02040816326530612,5,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_42,75112,524,2092,93890,485,18778,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed42.csv,0.010309278350515464,sigmoid(CrossEncoder.predict),42,0.9000000000000002,489.3737816810608,29,0.9434447300771208
472,DBLP,485,14.940550327301025,13,0.8,0.026804123711340205,2,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_43,75336,524,2092,94170,479,18834,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed43.csv,0.0041753653444676405,sigmoid(CrossEncoder.predict),43,0.30000000000000004,499.19809222221375,37,0.9321608040201005
485,DBLP,493,14.462171077728271,8,0.8,0.016227180527383367,1,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_44,74938,524,2092,93673,488,18735,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed44.csv,0.0020491803278688526,sigmoid(CrossEncoder.predict),44,0.1,493.2392077445984,30,0.9425287356321839
483,DBLP,484,14.722053527832031,1,0.8,0.002066115702479339,5,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_45,74931,524,2092,93664,489,18733,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed45.csv,0.010224948875255624,sigmoid(CrossEncoder.predict),45,0.8500000000000002,492.77904319763184,35,0.9360613810741688
460,DBLP,467,14.320511102676392,7,0.8,0.014989293361884369,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_46,75748,524,2092,94686,469,18938,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed46.csv,0.017057569296375266,sigmoid(CrossEncoder.predict),46,0.9000000000000002,492.8724613189697,49,0.9299363057324841
483,DBLP,492,14.936267852783203,9,0.8,0.018292682926829267,7,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_47,74654,524,2092,93318,495,18664,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed47.csv,0.014141414141414142,sigmoid(CrossEncoder.predict),47,0.5000000000000001,498.839350938797,25,0.9437908496732026
479,DBLP,485,14.579895734786987,6,0.8,0.012371134020618556,4,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_48,74992,524,2092,93741,487,18749,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed48.csv,0.008213552361396304,sigmoid(CrossEncoder.predict),48,0.8500000000000002,510.64134192466736,35,0.9312977099236641
478,DBLP,481,14.857120275497437,3,0.8,0.006237006237006237,6,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_49,75052,524,2092,93815,486,18763,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed49.csv,0.012345679012345678,sigmoid(CrossEncoder.predict),49,0.9000000000000002,507.4850752353668,37,0.9361147327249022
472,DBLP,483,14.85775899887085,11,0.8,0.022774327122153208,5,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_50,75144,524,2092,93930,483,18786,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed50.csv,0.010351966873706004,sigmoid(CrossEncoder.predict),50,0.8500000000000002,495.844881772995,36,0.9375
463,DBLP,472,14.521533012390137,9,0.8,0.019067796610169493,8,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p80/seed_51,75526,524,2092,94408,474,18882,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p80_seed51.csv,0.016877637130801686,sigmoid(CrossEncoder.predict),51,0.8000000000000002,515.9561567306519,44,0.9316129032258065
238,DBLP,240,7.564460754394531,2,0.9,0.008333333333333333,4,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_42,84581,262,2354,105727,242,21146,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed42.csv,0.01652892561983471,sigmoid(CrossEncoder.predict),42,0.8000000000000002,574.0758755207062,18,0.9516129032258065
234,DBLP,239,7.31994104385376,5,0.9,0.02092050209205021,3,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_43,84736,262,2354,105920,238,21184,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed43.csv,0.012605042016806723,sigmoid(CrossEncoder.predict),43,0.9000000000000002,542.6527490615845,20,0.9414466130884042
240,DBLP,244,7.34848690032959,4,0.9,0.01639344262295082,3,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_44,84448,262,2354,105560,245,21112,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed44.csv,0.012244897959183673,sigmoid(CrossEncoder.predict),44,0.40000000000000013,571.5150685310364,15,0.9411764705882353
245,DBLP,246,7.202484130859375,1,0.9,0.0040650406504065045,2,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_45,84368,262,2354,105461,248,21093,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed45.csv,0.008064516129032258,sigmoid(CrossEncoder.predict),45,0.45000000000000007,542.664421081543,14,0.9426605504587156
231,DBLP,237,7.175804853439331,6,0.9,0.02531645569620253,2,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_46,84906,262,2354,106133,234,21227,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed46.csv,0.008547008547008548,sigmoid(CrossEncoder.predict),46,0.40000000000000013,564.466356754303,23,0.94211123723042
240,DBLP,244,7.31584906578064,4,0.9,0.01639344262295082,3,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_47,84406,262,2354,105508,246,21102,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed47.csv,0.012195121951219513,sigmoid(CrossEncoder.predict),47,0.5500000000000002,573.8190181255341,15,0.9340909090909091
238,DBLP,241,7.41020131111145,3,0.9,0.012448132780082987,1,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_48,84607,262,2354,105759,241,21152,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed48.csv,0.004149377593360996,sigmoid(CrossEncoder.predict),48,0.9000000000000002,571.4082767963409,20,0.9199549041713642
239,DBLP,239,7.584843635559082,0,0.9,0.0,2,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_49,84603,262,2354,105754,241,21151,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed49.csv,0.008298755186721992,sigmoid(CrossEncoder.predict),49,0.25000000000000006,570.0445766448975,21,0.9435665914221218
234,DBLP,241,7.141567230224609,7,0.9,0.029045643153526972,1,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_50,84714,262,2354,105893,238,21179,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed50.csv,0.004201680672268907,sigmoid(CrossEncoder.predict),50,0.1,605.651460647583,20,0.9280898876404494
231,DBLP,237,7.454728841781616,6,0.9,0.02531645569620253,5,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/DBLP/f_0p90/seed_51,84743,262,2354,105929,238,21186,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_DBLP_f0p90_seed51.csv,0.02100840336134454,sigmoid(CrossEncoder.predict),51,0.3500000000000001,569.6684248447418,20,0.9438717067583047
477,ECOM,499,15.704797983169556,22,0.5,0.04408817635270541,42,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_42,21597,541,540,26997,541,5400,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed42.csv,0.07763401109057301,sigmoid(CrossEncoder.predict),42,0.25000000000000006,146.95494484901428,0,0.8623853211009175
456,ECOM,475,15.63982629776001,19,0.5,0.04,66,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_43,21597,541,540,26997,541,5400,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed43.csv,0.12199630314232902,sigmoid(CrossEncoder.predict),43,0.6000000000000002,144.5037772655487,0,0.8796296296296297
441,ECOM,455,15.712808609008789,14,0.5,0.03076923076923077,86,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_44,21595,541,540,26994,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed44.csv,0.1589648798521257,sigmoid(CrossEncoder.predict),44,0.8000000000000002,148.6430480480194,0,0.8095238095238095
454,ECOM,479,15.765778541564941,25,0.5,0.05219206680584551,62,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_45,21593,541,540,26992,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed45.csv,0.11460258780036968,sigmoid(CrossEncoder.predict),45,0.30000000000000004,154.77859735488892,0,0.8899082568807339
461,ECOM,480,16.188863515853882,19,0.5,0.03958333333333333,61,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_46,21596,541,540,26995,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed46.csv,0.11275415896487985,sigmoid(CrossEncoder.predict),46,0.7500000000000002,152.90568017959595,0,0.8544600938967136
438,ECOM,450,15.735044240951538,12,0.5,0.02666666666666667,91,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_47,21593,541,540,26992,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed47.csv,0.16820702402957485,sigmoid(CrossEncoder.predict),47,0.9000000000000002,148.1786777973175,0,0.8275862068965517
446,ECOM,458,16.045966148376465,12,0.5,0.026200873362445413,83,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_48,21598,541,540,26998,541,5400,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed48.csv,0.1534195933456562,sigmoid(CrossEncoder.predict),48,0.7500000000000002,151.5384500026703,0,0.8365384615384616
447,ECOM,463,15.628604173660278,16,0.5,0.03455723542116631,78,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_49,21596,541,540,26995,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed49.csv,0.14417744916820702,sigmoid(CrossEncoder.predict),49,0.8000000000000002,152.7884292602539,0,0.8679245283018868
443,ECOM,462,16.088388919830322,19,0.5,0.04112554112554113,79,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_50,21592,541,540,26990,541,5398,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed50.csv,0.14602587800369685,sigmoid(CrossEncoder.predict),50,0.8500000000000002,151.4803957939148,0,0.8679245283018868
