record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category
10,conf/vldb/JarkeKL00,True,2,6c3XQZ-_HDUJ,0.9718155790567435,0.856950367101403,0.1148652119553405,0.5500000000000002,True,correct,DBLP,42,True,correct
11,conf/vldb/GoyalHSS95,True,3,2sGH4SLcdL4J,0.981362130782167,0.9667545116840142,0.01460761909815289,0.5500000000000002,True,correct,DBLP,42,True,correct
12,journals/sigmod/CruzKLSWY02,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601882%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9842990680947428,0.026643811216587057,0.9576552568781557,0.5500000000000002,True,correct,DBLP,42,True,correct
13,conf/sigmod/LivnyRBCDLMW97a,True,5,vshQbbpnQiUJ,0.9818533362544595,0.970200005924041,0.011653330330418488,0.5500000000000002,True,correct,DBLP,42,True,correct
14,conf/sigmod/PapakonstantinouV99,True,3,du5GsqT0_vQJ,0.9436415854263804,0.9057700748851364,0.03787151054124405,0.5500000000000002,True,correct,DBLP,42,True,correct
15,journals/sigmod/Weikum02,True,1,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601867%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.4843211274991949,0.3525046399649332,0.13181648753426173,0.5500000000000002,False,missing_match,DBLP,42,True,correct
16,conf/sigmod/Perna95,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9636686424842689,0.0031251203843063037,0.9605435220999625,0.5500000000000002,True,correct,DBLP,42,True,correct
17,journals/sigmod/CherniakV03,False,0,tOa0zXK5Ba4J,0.507659637857734,0.4197463387541704,0.08791329910356366,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
18,journals/vldb/ChenHY97,True,1,IWZsSVPC6HMJ,0.9643861372360678,0.015258660697312512,0.9491274765387553,0.5500000000000002,True,correct,DBLP,42,True,correct
19,conf/sigmod/BohannonMR01,True,1,ChD3-mp23f8J,0.978779192615746,0.03860411594328357,0.9401750766724624,0.5500000000000002,True,correct,DBLP,42,True,correct
20,conf/vldb/Moerkotte98,True,2,HcCevkoobDsJ,0.9896446820108218,0.9084722063067744,0.0811724757040474,0.5500000000000002,True,correct,DBLP,42,True,correct
21,conf/vldb/GehrkeRG98,True,2,hobnzQKRlK4J,0.9607623234076594,0.9058113925433137,0.05495093086434577,0.5500000000000002,True,correct,DBLP,42,True,correct
22,conf/vldb/HelmerNM03,True,1,8-HpAN0xpjcJ,0.983736269230714,0.0007548822177627365,0.9829813870129512,0.5500000000000002,True,correct,DBLP,42,True,correct
23,conf/sigmod/Mohan99,True,1,XppwYYxOpksJ,0.9900067836732629,0.01103893763306321,0.9789678460401997,0.5500000000000002,True,correct,DBLP,42,True,correct
24,conf/vldb/PopaVMHF02,True,3,qJ4lzBFzjdgJ,0.9869071609488466,0.9477438476601197,0.03916331328872691,0.5500000000000002,True,correct,DBLP,42,True,correct
25,journals/sigmod/Mackay99,True,2,tzUxfh8dD9sJ,0.9710709358968854,0.9255142367287729,0.04555669916811256,0.5500000000000002,True,correct,DBLP,42,True,correct
26,journals/sigmod/GruenwaldBDGSSV99,True,3,ihljCMaS2UsJ,0.9745342945826073,0.9743709658621537,0.00016332872045365932,0.5500000000000002,True,correct,DBLP,42,True,correct
27,journals/sigmod/AtkinsonDJPS96,True,5,JHVWab3P4zIJ,0.959501916601872,0.9322473391411995,0.027254577460672502,0.5500000000000002,True,correct,DBLP,42,True,correct
28,conf/sigmod/FernandezFKLS98,True,9,x-Xcm921UTMJ,0.9628178079567132,0.9609809125994196,0.0018368953572935887,0.5500000000000002,True,correct,DBLP,42,True,correct
29,journals/sigmod/Ley00,False,0,LxniIL-QAhgJ,0.0039763937294102596,0.0012097142428811644,0.002766679486529095,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
30,conf/vldb/TengCY03,True,1,wJjaZnzD6pAJ,0.9817226727455006,0.37233337814379436,0.6093892946017063,0.5500000000000002,True,correct,DBLP,42,True,correct
31,conf/vldb/ChenJLP03,True,2,BGcx_nZKM4wJ,0.9819520928609007,0.8719668795058462,0.10998521335505451,0.5500000000000002,True,correct,DBLP,42,True,correct
32,conf/vldb/Sarawagi02,True,1,BJ0pr7FqzzoJ,0.42940391331436284,0.0034672461476036127,0.4259366671667592,0.5500000000000002,False,missing_match,DBLP,42,True,correct
33,conf/vldb/FlorescuLSY99,True,1,aUElZKC-txIJ,0.9837362645178277,0.8726338868136546,0.11110237770417308,0.5500000000000002,True,correct,DBLP,42,True,correct
34,conf/vldb/AbrolLMMMRTWZ01,True,1,w9Ma-YjZHYkJ,0.9691634342307731,0.0005248395578217087,0.9686385946729514,0.5500000000000002,True,correct,DBLP,42,True,correct
35,conf/sigmod/Hellerstein00,True,1,rbluxTXqUQwJ,0.9268992640818476,0.5387930983902729,0.38810616569157474,0.5500000000000002,True,correct,DBLP,42,True,correct
36,conf/vldb/MeccaCM01,True,4,Ph7ZpmdNOPEJ,0.9881101704376601,0.9570141144242081,0.031096056013452,0.5500000000000002,True,correct,DBLP,42,True,correct
37,conf/vldb/ChawatheCY94,True,1,VPwP1w9wvhEJ,0.9603108696148484,0.0014081345273916043,0.9589027350874567,0.5500000000000002,True,correct,DBLP,42,True,correct
38,conf/vldb/GoldmanW97,True,8,3zf3WSt0B6UJ,0.9896446820108218,0.9576610428302528,0.03198363918056901,0.5500000000000002,True,correct,DBLP,42,True,correct
39,conf/vldb/Kuhn03,False,0,MyW5sLwDtogJ,0.3966212988834665,0.0009064837189224055,0.3957148151645441,0.5500000000000002,False,unmatched_abstention,DBLP,42,True,false_link
40,conf/vldb/MadhavanH03,True,2,ujCYoqKS6BcJ,0.9871566560462905,0.9580298304878054,0.029126825558485114,0.5500000000000002,True,correct,DBLP,42,True,correct
41,journals/sigmod/RoddickABDEGHLMMMW00,True,2,eA8gNVxHRJ4J,0.9828758301785521,0.953193478125256,0.029682352053296057,0.5500000000000002,True,correct,DBLP,42,True,correct
42,conf/vldb/KnorrN99,True,2,7lkCBMe603kJ,0.9758346044057291,0.6453271240828311,0.330507480322898,0.5500000000000002,True,correct,DBLP,42,True,correct
43,conf/sigmod/BhattacharyaMBNHS02,True,3,tsQbSCfQTooJ,0.984953044171386,0.2587684535155199,0.726184590655866,0.5500000000000002,True,correct,DBLP,42,True,correct
44,journals/sigmod/Snodgrass94,True,2,SYVDufoTe_IJ,0.9829654104836252,0.07671935613423343,0.9062460543493918,0.5500000000000002,True,correct,DBLP,42,True,correct
45,journals/sigmod/Giorgini03,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959084%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.37166213236175183,0.014173713706213193,0.35748841865553865,0.5500000000000002,False,missing_match,DBLP,42,True,correct
46,conf/vldb/JagadishLS99,True,2,5d1R2mD-7MkJ,0.97994107758161,0.48801081975600663,0.49193025782560335,0.5500000000000002,True,correct,DBLP,42,True,correct
47,conf/sigmod/ShahC01,True,1,2wGOv6yh4yIJ,0.9814470824147226,0.010388214527793753,0.9710588678869289,0.5500000000000002,True,correct,DBLP,42,True,correct
48,conf/vldb/ZellerK02,True,1,UIWreKZndVQJ,0.987893880067711,0.00207009283035364,0.9858237872373573,0.5500000000000002,True,correct,DBLP,42,True,correct
49,journals/vldb/JiangE98,True,1,PjtgP4aQt00J,0.9788075593243732,0.0011544934905185608,0.9776530658338547,0.5500000000000002,True,correct,DBLP,42,True,correct
50,conf/vldb/KriegelPS00,True,2,VSQ0v1UlIvoJ,0.9668933371516403,0.7259572980772581,0.2409360390743822,0.5500000000000002,True,correct,DBLP,42,True,correct
51,conf/sigmod/AmbiteABKMMMPT98,True,3,iE-UE2bDGZ8J,0.9759846234379144,0.9318416008628277,0.04414302257508662,0.5500000000000002,True,correct,DBLP,42,True,correct
52,conf/sigmod/IvesLPST00,True,2,rtnpqb22gGcJ,0.978179275329888,0.8420348575689691,0.1361444177609189,0.5500000000000002,True,correct,DBLP,42,True,correct
53,journals/sigmod/Snodgrass99b,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.5271454648590562,0.525467207579501,0.0016782572795551731,0.5500000000000002,False,unmatched_abstention,DBLP,42,True,false_link
54,journals/vldb/ChakrabartiGRS01,True,4,PTmCbogNUpAJ,0.9849043981125487,0.8613762912745564,0.12352810683799231,0.5500000000000002,True,correct,DBLP,42,True,correct
55,conf/vldb/VelegrakisMP03,True,3,gP3ld61I__kJ,0.9821067155973542,0.596220419280959,0.38588629631639515,0.5500000000000002,True,correct,DBLP,42,True,correct
56,journals/sigmod/Neven02,True,1,xAXF0HSF4h8J,0.9899458895389995,0.004340686655532002,0.9856052028834675,0.5500000000000002,True,correct,DBLP,42,True,correct
57,conf/vldb/RantzauCHM02,False,0,url:http://www.springerlink.com/index/P86160527882109L.pdf,0.005266456239248082,0.0023258098781937485,0.002940646361054334,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
58,journals/sigmod/Labrinidis01,False,0,url:http://portal.acm.org/citation.cfm%3Fid%3D604264.604283%26coll%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.7393707651048336,0.005352493811505086,0.7340182712933285,0.5500000000000002,True,false_link,DBLP,42,True,false_link
59,conf/sigmod/Rodriguez-Martinez00,True,1,ZX_Rn4h2st0J,0.9094224098501695,0.021515209856179884,0.8879071999939896,0.5500000000000002,True,correct,DBLP,42,True,correct
60,conf/sigmod/MankuRL99,True,4,X94gDE70Zn0J,0.9858673350125957,0.7152582782223951,0.27060905679020064,0.5500000000000002,True,correct,DBLP,42,True,correct
61,conf/vldb/Carey00,False,0,YNf6LdvNZO0J,0.0016249351876738076,0.000540466358040741,0.0010844688296330666,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
62,conf/sigmod/ArasuG03,True,3,zN8ngmWNDlgJ,0.9625019136812298,0.8790106150763117,0.08349129860491811,0.5500000000000002,True,correct,DBLP,42,True,correct
63,conf/vldb/Dayal99,True,2,url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502,0.9832649301175749,0.24598457203323418,0.7372803580843407,0.5500000000000002,True,correct,DBLP,42,True,correct
64,conf/vldb/LingLL00,True,2,yKnPPSNrDb0J,0.9809328506109732,0.9416039773372946,0.03932887327367862,0.5500000000000002,True,correct,DBLP,42,True,correct
65,conf/vldb/SripadaW94,True,1,VqNz3sp638UJ,0.8928402047660585,0.0008206045851275872,0.892019600180931,0.5500000000000002,True,correct,DBLP,42,True,correct
66,journals/sigmod/BhargavaAP95,True,2,Sql66UDiVnwJ,0.9899458953182636,0.9401157616383502,0.0498301336799134,0.5500000000000002,True,correct,DBLP,42,True,correct
67,conf/sigmod/LabrinidisR00,True,1,DKUouEkK_b4J,0.9612431263339397,0.8958220227716299,0.06542110356230979,0.5500000000000002,True,correct,DBLP,42,True,correct
68,conf/sigmod/Eaton98,False,0,J1CLaoEhUTwJ,0.004428168823683217,0.0017635707220596956,0.002664598101623521,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
69,journals/sigmod/ConradHHKRSS99,True,4,nmEhI0tiWGAJ,0.9826738423259332,0.969635668412673,0.013038173913260231,0.5500000000000002,True,correct,DBLP,42,True,correct
70,conf/sigmod/BrunoCG01,True,3,8KJ9XFv1ESAJ,0.9900067907857792,0.9662570322328415,0.023749758552937705,0.5500000000000002,True,correct,DBLP,42,True,correct
71,journals/sigmod/BuchnerM98,True,6,SZwq84m3bGYJ,0.9607967520178742,0.8935691811074684,0.06722757091040577,0.5500000000000002,True,correct,DBLP,42,True,correct
72,journals/sigmod/RosenthalSMBTL95,True,1,-_FyboGgZkkJ,0.9864546618025186,0.050058079674082434,0.9363965821284361,0.5500000000000002,True,correct,DBLP,42,True,correct
73,conf/sigmod/GibbonsM98,True,5,4EgMtIywBRUJ,0.9883585584266882,0.9728823270078963,0.015476231418791841,0.5500000000000002,True,correct,DBLP,42,True,correct
74,conf/vldb/LiCHPALHAY01,True,1,Nn0x6RmkrVwJ,0.9668020693105316,0.06290933331289827,0.9038927359976333,0.5500000000000002,True,correct,DBLP,42,True,correct
75,journals/tods/KotidisR01,True,1,04utamFvle4J,0.9849681390276064,0.04590190710454222,0.9390662319230642,0.5500000000000002,True,correct,DBLP,42,True,correct
76,conf/vldb/DattaDTVRF01,True,3,rDObsYKVroMJ,0.9283385396327024,0.7532737700075075,0.1750647696251949,0.5500000000000002,True,correct,DBLP,42,True,correct
77,conf/sigmod/LoR94,True,2,3CMnzSHX7KoJ,0.9055825534615732,0.8577756448448913,0.04780690861668191,0.5500000000000002,True,correct,DBLP,42,True,correct
78,conf/vldb/ChenHWW02,True,1,kgXRJZKRxZQJ,0.9894563495958254,0.05680665465380883,0.9326496949420165,0.5500000000000002,True,correct,DBLP,42,True,correct
79,conf/vldb/TatbulCZCS03,True,3,TAsynkdIAfwJ,0.9765132851564496,0.9191270605065838,0.05738622464986587,0.5500000000000002,True,correct,DBLP,42,True,correct
80,conf/sigmod/HoAMS97,True,7,1HAB-tuw7N4J,0.9507941361696574,0.9441439647734768,0.006650171396180515,0.5500000000000002,True,correct,DBLP,42,True,correct
81,conf/vldb/ShuklaDN98,True,2,1eCp1f8DhasJ,0.9887971949869516,0.733834724861799,0.2549624701251526,0.5500000000000002,True,correct,DBLP,42,True,correct
82,conf/sigmod/HinneburgKW02,True,3,VWd7jhLXfV0J,0.9889179701873405,0.7230754857565037,0.2658424844308368,0.5500000000000002,True,correct,DBLP,42,True,correct
83,journals/sigmod/MarchiLPT03,True,2,9dgFU6XaLrwJ,0.9881061756705832,0.5672000132017612,0.42090616246882206,0.5500000000000002,True,correct,DBLP,42,True,correct
84,journals/sigmod/NadoH97,True,1,yN9f4dSKC9QJ,0.9828722752621979,0.011740741358148434,0.9711315339040495,0.5500000000000002,True,correct,DBLP,42,True,correct
85,conf/vldb/Gawlick96,True,1,Y5OJk6_D-ZUJ,0.9837362703367789,0.0015508566663903745,0.9821854136703886,0.5500000000000002,True,correct,DBLP,42,True,correct
86,conf/vldb/ZhouLZLZJT01,True,2,fJQ7Col2vYsJ,0.9746695835038017,0.9006230048223887,0.07404657868141307,0.5500000000000002,True,correct,DBLP,42,True,correct
87,conf/sigmod/AcharyaGPR99,True,5,s064OghlyIUJ,0.9850491535183792,0.9358634255800672,0.049185727938311996,0.5500000000000002,True,correct,DBLP,42,True,correct
88,conf/vldb/BlokWZPAKJ01,True,2,jxPqWIuxhvwJ,0.9692459185165679,0.8604831853194789,0.10876273319708907,0.5500000000000002,True,correct,DBLP,42,True,correct
89,journals/tods/WandSW99,True,2,pYtOkFSgdXYJ,0.98144143575642,0.4412664332863908,0.5401750024700291,0.5500000000000002,True,correct,DBLP,42,True,correct
90,journals/tods/DeySB99,True,1,lUIjuGqk6q4J,0.9775941815559219,0.0025497851320381427,0.9750443964238837,0.5500000000000002,True,correct,DBLP,42,True,correct
91,conf/vldb/WiesnerK01,True,1,UrDwK2S7QVwJ,0.9837362969742561,0.006252660376530202,0.977483636597726,0.5500000000000002,True,correct,DBLP,42,True,correct
92,conf/sigmod/BerchtoldBBKK97,True,1,BMkGN7AiGhYJ,0.8908235145426486,0.0241721532214806,0.866651361321168,0.5500000000000002,True,correct,DBLP,42,True,correct
93,conf/sigmod/TheobaldW02,True,1,w5_HkketH-wJ,0.9900067694534221,0.007646382139855062,0.9823603873135671,0.5500000000000002,True,correct,DBLP,42,True,correct
94,journals/vldb/CliftonGB95,True,1,YkIvdNOC64cJ,0.9849043981125487,0.006152332085314523,0.9787520660272342,0.5500000000000002,True,correct,DBLP,42,True,correct
95,journals/sigmod/Franklin98a,False,0,ntqMqfgRXM4J,0.5140649397143492,0.4848493121430091,0.029215627571340108,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
96,journals/sigmod/YeungHL94,True,1,yQv94p3tE1IJ,0.989945880321965,0.1469177815230101,0.8430280987989549,0.5500000000000002,True,correct,DBLP,42,True,correct
97,conf/sigmod/BrownCL96,True,1,H4A7nUWyXtQJ,0.9812864782271044,0.0267869760658784,0.9544995021612259,0.5500000000000002,True,correct,DBLP,42,True,correct
98,conf/vldb/Mihalisin98,True,1,FuzSLPzjrokJ,0.9896446825121241,0.0002883562457805547,0.9893563262663435,0.5500000000000002,True,correct,DBLP,42,True,correct
99,conf/sigmod/Englert94,True,1,KOpz_NXJ3WUJ,0.9900067676015665,0.003071425691447658,0.9869353419101188,0.5500000000000002,True,correct,DBLP,42,True,correct
100,journals/vldb/RoySSSA98,True,3,vitgygjdz3AJ,0.9792368475906169,0.9763736908339494,0.0028631567566674843,0.5500000000000002,True,correct,DBLP,42,True,correct
101,conf/sigmod/SeshadriHPLRSSS96,True,2,3OxZS395vDcJ,0.9817892401759508,0.44316694971049675,0.5386222904654541,0.5500000000000002,True,correct,DBLP,42,True,correct
102,conf/vldb/ChaudhuriGN03,True,1,sAYCyUcugbYJ,0.983736293656066,0.0034349168550447244,0.9803013768010213,0.5500000000000002,True,correct,DBLP,42,True,correct
103,journals/sigmod/StolfoLCFE01,True,1,lvIPWxkN4YAJ,0.987378794679399,0.0016188051933373846,0.9857599894860617,0.5500000000000002,True,correct,DBLP,42,True,correct
104,journals/sigmod/Qian94a,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.25008755526652404,0.008267687907810677,0.24181986735871336,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
105,conf/sigmod/BunemanDHS96,True,9,rNVPCLfguuMJ,0.9900067680855172,0.956071291380909,0.03393547670460828,0.5500000000000002,True,correct,DBLP,42,True,correct
106,conf/sigmod/TheodoulidisAACKS94,True,2,srDgEOADv7cJ,0.9544885843668092,0.7535081842580961,0.2009804001087131,0.5500000000000002,True,correct,DBLP,42,True,correct
107,journals/sigmod/LiefkeS00,True,2,N0eowMtIAukJ,0.9899458881628458,0.5250074608296453,0.46493842733320045,0.5500000000000002,True,correct,DBLP,42,True,correct
108,journals/sigmod/Hammer00,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.6599864860117551,0.016098796983374304,0.6438876890283808,0.5500000000000002,True,correct,DBLP,42,True,correct
109,conf/vldb/Kiessling02,True,2,uS43GVHJ3jQJ,0.9667145446776975,0.8315028074465528,0.13521173723114466,0.5500000000000002,True,correct,DBLP,42,True,correct
110,conf/vldb/KamelF94,True,8,A7WoAzxOJ9YJ,0.9688031623504665,0.96107107583757,0.007732086512896474,0.5500000000000002,True,correct,DBLP,42,True,correct
111,conf/sigmod/BenediktCFFR03,True,1,T5ZdpquqfJ0J,0.987166221040328,0.0005471942529575786,0.9866190267873705,0.5500000000000002,True,correct,DBLP,42,True,correct
112,journals/vldb/BraumandlCKK00,True,1,snWxBtd7kK8J,0.9649765167095355,0.029467860190127947,0.9355086565194076,0.5500000000000002,True,correct,DBLP,42,True,correct
113,conf/vldb/Blecken00,True,1,hCSzil0nuVEJ,0.9837362695541502,0.0004069647516917921,0.9833293048024584,0.5500000000000002,True,correct,DBLP,42,True,correct
114,conf/sigmod/ChawatheRGW96,True,4,ilCT5UFnHxgJ,0.9860211783331707,0.8771807948802269,0.10884038345294378,0.5500000000000002,True,correct,DBLP,42,True,correct
115,journals/tods/TaoP03,True,1,faqaX7J_Kl8J,0.9849681355947738,0.005324570653584229,0.9796435649411895,0.5500000000000002,True,correct,DBLP,42,True,correct
116,conf/vldb/PatonG01,True,1,mHCrMuxQnBsJ,0.5480863898947035,0.001588286677066229,0.5464981032176373,0.5500000000000002,False,missing_match,DBLP,42,True,correct
117,conf/vldb/ViverosNR96,True,2,YWG9plUEbigJ,0.8865139064395338,0.8638401139862576,0.022673792453276165,0.5500000000000002,True,correct,DBLP,42,True,correct
118,conf/vldb/LeslieJBY95,True,1,zmwPMSd8rGgJ,0.9896446834277719,0.008311495186066642,0.9813331882417052,0.5500000000000002,True,correct,DBLP,42,True,correct
119,conf/vldb/KarayannidisTSPMRFEB02,True,1,9KiPVAodKnYJ,0.982448833291548,0.02300046413157439,0.9594483691599736,0.5500000000000002,True,correct,DBLP,42,True,correct
120,journals/tods/KonopnickiS98,True,2,BKUtItHoTX8J,0.984627503501114,0.7781764399579939,0.20645106354312015,0.5500000000000002,True,correct,DBLP,42,True,correct
121,conf/vldb/MadhavanBR01,True,4,wRHapJxb_-QJ,0.9884232089196845,0.9859657799824583,0.002457428937226225,0.5500000000000002,True,correct,DBLP,42,True,correct
122,journals/vldb/NgS98,True,3,url:http://www.springerlink.com/index/85D6LYCWB48DWBKW.pdf,0.9740466716024405,0.9320467757386087,0.04199989586383179,0.5500000000000002,True,correct,DBLP,42,True,correct
123,conf/vldb/TriantafillouP97,True,1,L7vxP-dXbukJ,0.9783187640898615,0.014612551328719402,0.9637062127611421,0.5500000000000002,True,correct,DBLP,42,True,correct
124,conf/sigmod/BaumannDFRW98,True,1,k3WA-AE7Sh4J,0.9527863192463075,0.13674642687518299,0.8160398923711245,0.5500000000000002,True,correct,DBLP,42,True,correct
125,journals/tods/KrishnakumarB94,True,1,8ZjEDOBUd_QJ,0.9807301378231077,0.015825664390398373,0.9649044734327094,0.5500000000000002,True,correct,DBLP,42,True,correct
126,journals/vldb/GibsonKR00,True,1,9FBwT6XFOssJ,0.9849043874238546,0.006756009234944927,0.9781483781889097,0.5500000000000002,True,correct,DBLP,42,True,correct
127,conf/vldb/DeWittKLPY94,True,6,cehAAlTq4s8J,0.9812483206216588,0.5241861024207041,0.4570622182009547,0.5500000000000002,True,correct,DBLP,42,True,correct
128,conf/sigmod/ColeG94,True,4,_6wwPJEGUiAJ,0.9830119623866855,0.9822758910244962,0.0007360713621893389,0.5500000000000002,True,correct,DBLP,42,True,correct
129,conf/vldb/ZengBNN01,True,2,3TivNLIErRkJ,0.9825561176925782,0.942454550627852,0.04010156706472623,0.5500000000000002,True,correct,DBLP,42,True,correct
130,journals/vldb/FuCCM00,True,1,7kC8fo78d6sJ,0.9790724604407341,0.006637934537868863,0.9724345259028653,0.5500000000000002,True,correct,DBLP,42,True,correct
131,conf/sigmod/PapadiasTSE95,True,2,PogZLKV_bIsJ,0.9698237744920398,0.8171723849283273,0.1526513895637125,0.5500000000000002,True,correct,DBLP,42,True,correct
132,journals/vldb/Ozsu03,True,1,url:http://www.springerlink.com/index/3G9E0YCGLRQFPN89.pdf,0.83817904892765,0.00031056469021647386,0.8378684842374335,0.5500000000000002,True,correct,DBLP,42,True,correct
133,journals/sigmod/BerraNT95,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202670%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9307624148248915,0.025073860433021185,0.9056885543918703,0.5500000000000002,True,correct,DBLP,42,True,correct
134,conf/sigmod/WangSCRZP97,True,2,chcojj8yN1sJ,0.9590887393082221,0.22946692561822163,0.7296218136900006,0.5500000000000002,True,correct,DBLP,42,True,correct
135,conf/sigmod/Gettys95,False,0,N8syKKPN6IoJ,0.0010243776575713241,0.0002914564223972334,0.0007329212351740908,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
136,conf/vldb/TanGO99,True,1,CcTZvs8xd2sJ,0.9749101373496369,0.029420220087090932,0.945489917262546,0.5500000000000002,True,correct,DBLP,42,True,correct
137,conf/sigmod/DarR94,True,1,TtV6gGLQ9NMJ,0.9900067836732629,0.16819877723558002,0.8218080064376829,0.5500000000000002,True,correct,DBLP,42,True,correct
138,conf/vldb/AgrawalSX01,True,2,bpWvAVOZLbwJ,0.989644683929074,0.7971918137750206,0.19245287015405343,0.5500000000000002,True,correct,DBLP,42,True,correct
139,journals/sigmod/JaegerF95,True,2,oacFELqmw0cJ,0.9587467342348852,0.7700829612291393,0.18866377300574588,0.5500000000000002,True,correct,DBLP,42,True,correct
140,conf/sigmod/BilirisDGJR94,True,2,3Lzo6p8X-n4J,0.9801909518526325,0.9252022807528685,0.05498867109976402,0.5500000000000002,True,correct,DBLP,42,True,correct
141,conf/vldb/GolabO03,True,2,6K9FhI2pFEgJ,0.9508476905423326,0.6849023150509257,0.26594537549140695,0.5500000000000002,True,correct,DBLP,42,True,correct
142,journals/sigmod/WenLMZ03,True,1,5KdceadGf8cJ,0.9846171908309851,0.0008568996785213764,0.9837602911524637,0.5500000000000002,True,correct,DBLP,42,True,correct
143,journals/sigmod/SayginVC01,True,3,Tp9iVMsAzocJ,0.9831581939568504,0.970496320227757,0.012661873729093442,0.5500000000000002,True,correct,DBLP,42,True,correct
