abstained_unmatched,classifier,column,correct,dataset,declared,false_links,fit_and_eval_seconds,lambda,missing_matches,n_fit_pairs,n_train_negative_pairs,n_train_pairs,n_train_positive_pairs,n_true_records,n_unmatched_records,n_validation_pairs,negative_to_positive_ratio,protocol_source,psi,seed,seed_role,side,sklearn_version,threshold,threshold_grid_extreme,threshold_grid_high,threshold_grid_low,validation_f1,warnings,xgboost_version
70,LR,k=5,1171,DBLP,1208,37,0.16318535804748535,0.030629139072847682,30,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,string,1.9.1,0.40000000000000013,False,False,False,0.8813559322033898,[],3.3.0
75,LR,k=5,1155,DBLP,1199,44,0.16569828987121582,0.03669724770642202,34,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.028428093645484948,43,primary,string,1.9.1,0.40000000000000013,False,False,False,0.8727272727272727,[],3.3.0
74,LR,k=5,1164,DBLP,1192,28,0.16425824165344238,0.02348993288590604,42,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.0345679012345679,44,primary,string,1.9.1,0.5500000000000002,False,False,False,0.8976034858387799,[],3.3.0
76,SVM,k=5,1171,DBLP,1200,29,0.5217392444610596,0.024166666666666666,32,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.026446280991735537,42,primary,string,1.9.1,0.6000000000000002,False,False,False,0.9022222222222223,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
71,SVM,k=5,1172,DBLP,1222,50,0.5241782665252686,0.04091653027823241,15,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01254180602006689,43,primary,string,1.9.1,0.3500000000000001,False,False,False,0.8871287128712871,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
69,SVM,k=5,1184,DBLP,1219,35,0.5404758453369141,0.02871205906480722,20,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.1,0.45000000000000007,False,False,False,0.9205020920502092,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
77,XGB,k=5,1173,DBLP,1199,26,0.6673855781555176,0.021684737281067557,32,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.026446280991735537,42,primary,string,1.9.1,0.6500000000000001,False,False,False,0.9006622516556292,[],3.3.0
77,XGB,k=5,1175,DBLP,1217,42,0.6994445323944092,0.03451109285127362,14,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.011705685618729096,43,primary,string,1.9.1,0.45000000000000007,False,False,False,0.9117043121149897,[],3.3.0
69,XGB,k=5,1191,DBLP,1223,32,0.6834390163421631,0.02616516762060507,16,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01316872427983539,44,primary,string,1.9.1,0.45000000000000007,False,False,False,0.9201680672268907,[],3.3.0
68,MLP,k=5,1171,DBLP,1210,39,1.1148383617401123,0.032231404958677684,30,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,string,1.9.1,0.5000000000000001,False,False,False,0.8903225806451613,[],3.3.0
74,MLP,k=5,1170,DBLP,1217,47,1.5775442123413086,0.038619556285949055,17,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.014214046822742474,43,primary,string,1.9.1,0.5000000000000001,False,False,False,0.8943089430894309,[],3.3.0
68,MLP,k=5,1184,DBLP,1220,36,0.9294145107269287,0.029508196721311476,20,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.1,0.6000000000000002,False,False,False,0.9140461215932913,[],3.3.0
96,LR,k=5,1146,DBLP,1156,10,0.1629195213317871,0.00865051903114187,56,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.04628099173553719,42,primary,bi-encoder,1.9.1,0.40000000000000013,False,False,False,0.8271604938271605,[],3.3.0
98,LR,k=5,1132,DBLP,1157,25,0.16489243507385254,0.021607605877268798,53,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.04431438127090301,43,primary,bi-encoder,1.9.1,0.40000000000000013,False,False,False,0.836,[],3.3.0
90,LR,k=5,1140,DBLP,1159,19,0.16311407089233398,0.01639344262295082,59,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.048559670781893,44,primary,bi-encoder,1.9.1,0.5000000000000001,False,False,False,0.8436830835117773,[],3.3.0
90,SVM,k=5,1155,DBLP,1171,16,0.5650825500488281,0.013663535439795047,47,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03884297520661157,42,primary,bi-encoder,1.9.1,0.7000000000000002,False,False,False,0.8701298701298701,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
104,SVM,k=5,1146,DBLP,1166,20,0.5833907127380371,0.017152658662092625,38,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03177257525083612,43,primary,bi-encoder,1.9.1,0.5500000000000002,False,False,False,0.8833333333333333,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
85,SVM,k=5,1175,DBLP,1200,25,0.5856025218963623,0.020833333333333332,23,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.018930041152263374,44,primary,bi-encoder,1.9.1,0.45000000000000007,False,False,False,0.871578947368421,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
68,XGB,k=5,1183,DBLP,1220,37,0.6400771141052246,0.030327868852459017,20,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01652892561983471,42,primary,bi-encoder,1.9.1,0.3500000000000001,False,False,False,0.8775510204081632,[],3.3.0
78,XGB,k=5,1169,DBLP,1216,47,0.5599141120910645,0.038651315789473686,14,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.011705685618729096,43,primary,bi-encoder,1.9.1,0.40000000000000013,False,False,False,0.8893360160965795,[],3.3.0
70,XGB,k=5,1193,DBLP,1229,36,0.657489538192749,0.029292107404393815,9,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.007407407407407408,44,primary,bi-encoder,1.9.1,0.30000000000000004,False,False,False,0.8727272727272727,[],3.3.0
76,MLP,k=5,1172,DBLP,1205,33,1.844062328338623,0.027385892116182572,27,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.02231404958677686,42,primary,bi-encoder,1.9.1,0.5000000000000001,False,False,False,0.88,[],3.3.0
90,MLP,k=5,1159,DBLP,1192,33,1.6937665939331055,0.027684563758389263,26,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.021739130434782608,43,primary,bi-encoder,1.9.1,0.5500000000000002,False,False,False,0.8838174273858921,[],3.3.0
66,MLP,k=5,1183,DBLP,1226,43,1.732285499572754,0.03507340946166395,16,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01316872427983539,44,primary,bi-encoder,1.9.1,0.40000000000000013,False,False,False,0.8747433264887063,[],3.3.0
76,LR,k=50,1142,DBLP,1168,26,0.2004861831665039,0.02226027397260274,64,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.05289256198347107,42,primary,string,1.9.1,0.45000000000000007,False,False,False,0.8733624454148472,[],3.3.0
80,LR,k=50,1137,DBLP,1174,37,0.20432281494140625,0.03151618398637138,54,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.0451505016722408,43,primary,string,1.9.1,0.3500000000000001,False,False,False,0.8595744680851064,[],3.3.0
70,LR,k=50,1161,DBLP,1192,31,0.2004389762878418,0.026006711409395974,46,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03786008230452675,44,primary,string,1.9.1,0.3500000000000001,False,False,False,0.865934065934066,[],3.3.0
73,SVM,k=50,1163,DBLP,1195,32,6.205747127532959,0.026778242677824266,40,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03305785123966942,42,primary,string,1.9.1,0.5000000000000001,False,False,False,0.9087048832271762,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
79,SVM,k=50,1159,DBLP,1197,38,6.32086968421936,0.031746031746031744,32,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.026755852842809364,43,primary,string,1.9.1,0.3500000000000001,False,False,False,0.8851063829787233,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
67,SVM,k=50,1187,DBLP,1220,33,6.282103061676025,0.027049180327868853,21,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01728395061728395,44,primary,string,1.9.1,0.15000000000000002,False,False,False,0.8822269807280514,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
67,XGB,k=50,1185,DBLP,1223,38,1.0616693496704102,0.03107113654946852,18,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01487603305785124,42,primary,string,1.9.1,0.3500000000000001,False,False,False,0.9159663865546218,[],3.3.0
87,XGB,k=50,1146,DBLP,1178,32,0.9383175373077393,0.027164685908319185,43,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03595317725752508,43,primary,string,1.9.1,0.7500000000000002,False,False,False,0.8933333333333333,[],3.3.0
72,XGB,k=50,1188,DBLP,1216,28,1.084357500076294,0.023026315789473683,20,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.1,0.45000000000000007,False,False,False,0.8917748917748918,[],3.3.0
72,MLP,k=50,1156,DBLP,1191,35,4.39338755607605,0.02938706968933669,45,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.0371900826446281,42,primary,string,1.9.1,0.45000000000000007,False,False,False,0.8941684665226782,[],3.3.0
80,MLP,k=50,1145,DBLP,1183,38,4.688604831695557,0.032121724429416736,45,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03762541806020067,43,primary,string,1.9.1,0.45000000000000007,False,False,False,0.8742004264392325,[],3.3.0
70,MLP,k=50,1180,DBLP,1211,31,4.362681150436401,0.02559867877786953,27,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.022222222222222223,44,primary,string,1.9.1,0.5500000000000002,False,False,False,0.8722466960352423,[],3.3.0
97,LR,k=50,1127,DBLP,1135,8,0.19755935668945312,0.007048458149779736,76,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.0628099173553719,42,primary,bi-encoder,1.9.1,0.5500000000000002,False,False,False,0.8348214285714286,[],3.3.0
111,LR,k=50,1109,DBLP,1116,7,0.19926738739013672,0.0062724014336917565,81,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.0677257525083612,43,primary,bi-encoder,1.9.1,0.5500000000000002,False,False,False,0.8423423423423423,[],3.3.0
90,LR,k=50,1138,DBLP,1155,17,0.19841933250427246,0.01471861471861472,63,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.05185185185185185,44,primary,bi-encoder,1.9.1,0.40000000000000013,False,False,False,0.8448275862068966,[],3.3.0
83,SVM,k=50,1155,DBLP,1177,22,6.74786114692688,0.018691588785046728,48,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03966942148760331,42,primary,bi-encoder,1.9.1,0.5000000000000001,False,False,False,0.8731182795698925,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
98,SVM,k=50,1159,DBLP,1184,25,7.071912527084351,0.021114864864864864,26,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.021739130434782608,43,primary,bi-encoder,1.9.1,0.15000000000000002,False,False,False,0.8666666666666667,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
86,SVM,k=50,1160,DBLP,1178,18,6.778979063034058,0.015280135823429542,44,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03621399176954732,44,primary,bi-encoder,1.9.1,0.5000000000000001,False,False,False,0.8805309734513275,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
66,XGB,k=50,1170,DBLP,1212,42,0.9013583660125732,0.034653465346534656,30,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,bi-encoder,1.9.1,0.5000000000000001,False,False,False,0.8668076109936576,[],3.3.0
95,XGB,k=50,1147,DBLP,1170,23,1.0137031078338623,0.019658119658119658,43,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.03595317725752508,43,primary,bi-encoder,1.9.1,0.7000000000000002,False,False,False,0.8738738738738738,[],3.3.0
79,XGB,k=50,1154,DBLP,1174,20,1.073244571685791,0.017035775127768313,55,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.04526748971193416,44,primary,bi-encoder,1.9.1,0.7500000000000002,False,False,False,0.8808988764044944,[],3.3.0
76,MLP,k=50,1168,DBLP,1198,30,6.422466278076172,0.025041736227045076,34,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/ER_Transformer_Reproducible_RUN/scripts/analysis16_clean_2x2.py,0.02809917355371901,42,primary,bi-encoder,1.9.1,0.5500000000000002,False,False,False,0.8695652173913043,[],3.3.0
