record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed
90,journals/sigmod/MaelbranckeO95,True,1,_FKSZiytB2AJ,0.9869725075052747,0.004601283308300913,0.9823712241969738,0.5000000000000001,True,correct,DBLP,44
91,conf/sigmod/FabretJLPRS01,True,4,8lBDhvljrAEJ,0.963407450100655,0.7930758452166983,0.1703316048839567,0.5000000000000001,True,correct,DBLP,44
92,conf/sigmod/BrinkhoffKSS94a,True,1,yp82ArYEGxIJ,0.890938273410163,0.02596811614051988,0.8649701572696431,0.5000000000000001,True,correct,DBLP,44
93,conf/sigmod/Mohan99,True,1,XppwYYxOpksJ,0.9924175741291774,0.006565337581525343,0.9858522365476521,0.5000000000000001,True,correct,DBLP,44
94,conf/sigmod/BilirisP94,True,1,KYhmilHkq_IJ,0.9924175657214084,0.001187302839376402,0.991230262882032,0.5000000000000001,True,correct,DBLP,44
95,journals/sigmod/DAndreaJ96,True,1,-XugBF7u07EJ,0.7947301335620389,0.3076131962096046,0.48711693735243433,0.5000000000000001,True,correct,DBLP,44
96,conf/sigmod/BaruFGHJPW95,True,2,C60KJG_xVm0J,0.9890225399748864,0.0667300150356129,0.9222925249392735,0.5000000000000001,True,correct,DBLP,44
97,journals/sigmod/JukicNV03,True,1,eR43Urfx-hcJ,0.9914552595315824,0.00013121081030195806,0.9913240487212804,0.5000000000000001,True,correct,DBLP,44
98,conf/vldb/SarawagiBKM02,True,1,G9DGYRD0cnMJ,0.9919785245519429,0.22051487062239528,0.7714636539295476,0.5000000000000001,True,correct,DBLP,44
99,conf/sigmod/LoR94,True,2,3CMnzSHX7KoJ,0.911619537128764,0.8734936723686516,0.03812586476011237,0.5000000000000001,True,correct,DBLP,44
100,conf/vldb/GarofalakisOS97,True,3,dW_pRNemQfsJ,0.9088998345542028,0.5090487901961628,0.39985104435804,0.5000000000000001,True,correct,DBLP,44
101,journals/vldb/SuHHHLWLPLL01,True,3,xcRKDHBIUb8J,0.9708946859226837,0.909853283709442,0.061041402213241724,0.5000000000000001,True,correct,DBLP,44
102,journals/vldb/ShanmugasundaramSBCLPR01,True,5,HKM-zP0LT_UJ,0.9734758761011532,0.9246473108830554,0.04882856521809775,0.5000000000000001,True,correct,DBLP,44
103,conf/vldb/HasanM95,True,3,-aml_OMAQNgJ,0.991978544480334,0.9400131153024982,0.051965429177835754,0.5000000000000001,True,correct,DBLP,44
104,conf/sigmod/Blakeley94,True,1,VLd1PgYIoN8J,0.5917571944305285,0.016126004206502818,0.5756311902240258,0.5000000000000001,True,correct,DBLP,44
105,conf/sigmod/GetoorTK01,True,2,99N4rXNdaqMJ,0.9627039475320411,0.9561158886892364,0.006588058842804778,0.5000000000000001,True,correct,DBLP,44
106,conf/sigmod/DoanDH01,True,1,Lv0bggWzgeoJ,0.9913215312670384,0.17169142974609453,0.8196301015209438,0.5000000000000001,True,correct,DBLP,44
107,journals/sigmod/VetterliVS00,True,3,h7RBOvmQHhEJ,0.9901941714504785,0.9744624723036531,0.015731699146825373,0.5000000000000001,True,correct,DBLP,44
108,journals/sigmod/X95a,False,0,url:http://ieeexplore.ieee.org/iel5/2/4048/x0715521.pdf,0.041602854680258435,0.0011745178096170571,0.04042833687064138,0.5000000000000001,False,unmatched_abstention,DBLP,44
109,conf/vldb/Slutz98,True,1,1blbGQk5ZpUJ,0.9594191864791236,0.0003105926106040151,0.9591085938685195,0.5000000000000001,True,correct,DBLP,44
110,conf/sigmod/SchusterW01,True,1,59akjz-Qe9IJ,0.9613628599444018,0.023668767124140063,0.9376940928202618,0.5000000000000001,True,correct,DBLP,44
111,journals/tods/BrunoCG02,True,1,tkCWrg5OsIwJ,0.9856901670544562,0.14615965641354464,0.8395305106409116,0.5000000000000001,True,correct,DBLP,44
112,conf/sigmod/LometW98,True,3,F2ecYx97F2sJ,0.9911355146144619,0.8953386030369687,0.09579691157749326,0.5000000000000001,True,correct,DBLP,44
113,conf/vldb/ChoN02,True,2,4tTQJrG4pn8J,0.9919785356400752,0.8508485297646292,0.141130005875446,0.5000000000000001,True,correct,DBLP,44
114,conf/sigmod/SistlaW95,True,4,KO3FcQ57_rkJ,0.9835521597329592,0.9279150695107501,0.055637090222209085,0.5000000000000001,True,correct,DBLP,44
115,conf/vldb/GuptaHQ95,True,5,VCSbj6MwKlgJ,0.991978544480334,0.8936969003725204,0.09828164410781359,0.5000000000000001,True,correct,DBLP,44
116,journals/sigmod/LeeF01,True,2,oUisL_YUScYJ,0.9923360791527347,0.8980208694123419,0.09431520974039276,0.5000000000000001,True,correct,DBLP,44
117,journals/vldb/BernsteinPS00,True,1,08d5th2jiqcJ,0.9803441185049677,0.9275127861136976,0.052831332391270136,0.5000000000000001,True,correct,DBLP,44
118,journals/sigmod/Kuijpers02,True,1,06Ut4zQ7xWQJ,0.33603147286171026,0.1892673657067817,0.14676410715492855,0.5000000000000001,False,missing_match,DBLP,44
119,conf/vldb/CormodeKMS03,True,1,0ZQnv8tOzBwJ,0.9544926558888609,0.25502156597182873,0.6994710899170322,0.5000000000000001,True,correct,DBLP,44
120,conf/vldb/Objectivity98,True,1,o3fkxpcCBskJ,0.3057026027118309,0.02420875366254157,0.28149384904928937,0.5000000000000001,False,missing_match,DBLP,44
121,conf/vldb/GaasterlandL94,True,2,oIFrkS2rPrcJ,0.9919785302904105,0.6070698471878171,0.3849086831025934,0.5000000000000001,True,correct,DBLP,44
122,conf/vldb/KraissW97,True,1,X6w3sK-vb2wJ,0.8782002130302751,0.0038180732325597557,0.8743821397977153,0.5000000000000001,True,correct,DBLP,44
123,conf/vldb/HinneburgAK00,True,2,1ambq2RMGMoJ,0.9878159719905402,0.05240613490343415,0.935409837087106,0.5000000000000001,True,correct,DBLP,44
124,conf/sigmod/Suciu99,True,1,FOpGGQJyLLsJ,0.6674123501551562,0.0026427928386498624,0.6647695573165063,0.5000000000000001,True,correct,DBLP,44
125,conf/sigmod/OriaOILY00,True,2,xdUDA920uhMJ,0.9721838442173791,0.5765850481192005,0.3955987960981786,0.5000000000000001,True,correct,DBLP,44
126,conf/sigmod/Gray95,False,0,jiJgbmwO0lAJ,0.1656617093064292,0.031832778427639825,0.1338289308787894,0.5000000000000001,False,unmatched_abstention,DBLP,44
127,journals/sigmod/VenkatraoP95,True,1,qk3LVAuS2SUJ,0.9849015269382116,0.001497126097044405,0.9834044008411672,0.5000000000000001,True,correct,DBLP,44
128,conf/sigmod/GunopulosKTD00,True,2,ASfROcKWFmgJ,0.9921063471171553,0.9765570877878704,0.015549259329284859,0.5000000000000001,True,correct,DBLP,44
129,journals/sigmod/SilberschatzZ97,True,2,7JRwRy6VapMJ,0.9796918178743799,0.8627096248587101,0.11698219301566981,0.5000000000000001,True,correct,DBLP,44
130,journals/sigmod/YaoG02,True,3,ARLe7W8EvDoJ,0.9923360770283763,0.9369837637722642,0.05535231325611212,0.5000000000000001,True,correct,DBLP,44
131,journals/sigmod/LacroixB03,True,1,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.44525195062978645,0.001369997732777437,0.443881952897009,0.5000000000000001,False,missing_match,DBLP,44
132,conf/vldb/PellenkoftLK97,True,2,793XPMTdcBEJ,0.9897558892477186,0.9342038314287973,0.05555205781892136,0.5000000000000001,True,correct,DBLP,44
133,journals/sigmod/NormanZT96,True,1,rPFgPOAANuQJ,0.9888397662628662,0.0008770628096695112,0.9879627034531967,0.5000000000000001,True,correct,DBLP,44
134,conf/sigmod/DattaDTVSR02,True,4,orxvLy4vVEQJ,0.9355936423615123,0.42068533910469136,0.5149083032568209,0.5000000000000001,True,correct,DBLP,44
135,conf/sigmod/GrossmanHQ95,True,1,Z_kXgQsN0W0J,0.9594966851964096,0.4059898768734882,0.5535068083229214,0.5000000000000001,True,correct,DBLP,44
136,conf/vldb/DiwanRSS96,True,1,HjDa9on7LzoJ,0.9780690347707744,0.004184456017563112,0.9738845787532113,0.5000000000000001,True,correct,DBLP,44
137,conf/sigmod/PhanN02,True,1,LLIkm2GMqakJ,0.9358166456595681,0.0008513850038430392,0.934965260655725,0.5000000000000001,True,correct,DBLP,44
138,conf/sigmod/SalemBCL00,True,1,FElMcikK2GUJ,0.9882491753110985,0.001161069112997704,0.9870881061981007,0.5000000000000001,True,correct,DBLP,44
139,journals/sigmod/QuixSJ02,True,1,BrO3XOrt66MJ,0.9215072126701281,0.0024287434801586534,0.9190784691899695,0.5000000000000001,True,correct,DBLP,44
140,conf/vldb/GrustKT03,True,2,25xRkmL_4BsJ,0.978347711706799,0.46757584051535006,0.510771871191449,0.5000000000000001,True,correct,DBLP,44
141,conf/sigmod/Ballinger94,True,1,xGGBIZmLvmgJ,0.9873018369117976,0.0006279191153136782,0.986673917796484,0.5000000000000001,True,correct,DBLP,44
142,conf/vldb/CareyD96,True,7,5xe-dQqXfI8J,0.9786534712870956,0.8463093610188899,0.1323441102682057,0.5000000000000001,True,correct,DBLP,44
143,journals/sigmod/TsotrasJS98,True,2,f3-E7x12K4gJ,0.989515819156814,0.8398514418684457,0.14966437728836823,0.5000000000000001,True,correct,DBLP,44
144,conf/vldb/HerlekarDRGS02,False,0,lG6uSYhEGnQJ,0.0012169335756423553,0.0012023644566021455,1.4569119040209848e-05,0.5000000000000001,False,unmatched_abstention,DBLP,44
145,conf/sigmod/FaloutsosRM94,True,9,AHu54TOP-eoJ,0.9785001578069428,0.9089325529550073,0.06956760485193547,0.5000000000000001,True,correct,DBLP,44
146,conf/sigmod/GatziuGD95,True,3,NU4yPbIkZpsJ,0.9308787559177204,0.886176545417688,0.044702210500032424,0.5000000000000001,True,correct,DBLP,44
147,journals/sigmod/PitouraAPSV03,True,3,jKxELUmoSkEJ,0.9780801797843783,0.94478300219463,0.03329717758974837,0.5000000000000001,True,correct,DBLP,44
148,conf/vldb/KornMS02,True,1,mClzTQppJE4J,0.9919785311947454,0.016628621310703355,0.9753499098840421,0.5000000000000001,True,correct,DBLP,44
149,conf/sigmod/AgrawalASY97,True,5,3nxl8d4c0t4J,0.987082868542402,0.943307063116432,0.04377580542597004,0.5000000000000001,True,correct,DBLP,44
150,conf/vldb/WangHH00,True,1,qbxHq9qXVrUJ,0.9919785429498914,0.5944056619590996,0.3975728809907918,0.5000000000000001,True,correct,DBLP,44
151,journals/tods/ChaudhuriS99,True,5,QCFUIVkspywJ,0.9856901430107543,0.8972364668336602,0.0884536761770941,0.5000000000000001,True,correct,DBLP,44
152,journals/sigmod/Zhang95,True,1,f86VsMJZ9gAJ,0.9923360791527347,0.0003746824869260184,0.9919613966658086,0.5000000000000001,True,correct,DBLP,44
153,conf/vldb/TengCY03,True,1,wJjaZnzD6pAJ,0.9866553166110141,0.42555379461991966,0.5611015219910944,0.5000000000000001,True,correct,DBLP,44
154,journals/vldb/DanYC95,True,1,SsOLRJZrmtYJ,0.978655564993883,0.5844119719495372,0.39424359304434575,0.5000000000000001,True,correct,DBLP,44
155,journals/vldb/DeyBS96,True,1,q8IL-AZTmcgJ,0.9779871353846089,0.13712435779150792,0.840862777593101,0.5000000000000001,True,correct,DBLP,44
156,conf/sigmod/BerckenDS00,True,4,3IFlpeKgLlAJ,0.9802540179778921,0.9386755463856891,0.04157847159220307,0.5000000000000001,True,correct,DBLP,44
