record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category,quartile
30,journals/sigmod/Qian96b,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245909%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9902869838247442,0.026491330052258077,0.9637956537724861,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
31,conf/vldb/SteinbrunnPMK95,True,2,EPtaqugcCyMJ,0.9574773947924526,0.645425603152153,0.3120517916402996,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
32,journals/sigmod/Qian96,True,1,NiswbODuzhAJ,0.9911194843415367,0.0073850502122247575,0.9837344341293119,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
33,conf/sigmod/CranorJSS03,True,4,nHesT9ADTdEJ,0.9781381533805024,0.9647425592880486,0.013395594092453722,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
34,journals/sigmod/CareyS99,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310071%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.46792635684191725,0.0008109186721236281,0.4671154381697936,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
35,conf/sigmod/RadekeBBEKKN95,True,2,bDN03rZhUQEJ,0.9769637878718795,0.5776597545328652,0.3993040333390143,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
36,conf/vldb/ChakrabartiRS02,True,1,idfox84uNHUJ,0.9746919129303315,0.00030540662514909827,0.9743865063051824,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
37,journals/sigmod/Widom94,True,1,lAbG3uFZvVUJ,0.9911194774252273,0.006540737249482761,0.9845787401757445,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
38,journals/sigmod/DogacAOD95,True,1,oUOuTMrB0esJ,0.9911195067746393,0.11025936234628031,0.880860144428359,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
39,journals/sigmod/Vassilakis00,True,2,nZO8ZA4eYzYJ,0.9911194891754043,0.6987634177745129,0.29235607140089137,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
40,conf/vldb/NipplM98,True,2,C5jVmNqIE4IJ,0.9814857312858731,0.7089493241029753,0.27253640718289784,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
41,journals/sigmod/Wedekind94,True,1,gqehj3-ukjIJ,0.7752861387549994,0.0002723585194286227,0.7750137802355708,0.6000000000000002,True,correct,DBLP,44,False,missing_match,Q3
42,conf/vldb/SahuguetA99,True,5,pK5bydjeZFIJ,0.9907436230661237,0.9604447829041981,0.030298840161925633,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
43,journals/sigmod/Ahlberg96,True,1,4bBje8qkHVgJ,0.9911194795596694,0.006638391395226369,0.984481088164443,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
44,conf/sigmod/SwamiS94,True,1,S6TmnZKgmxwJ,0.9532599778970355,0.002109293048992168,0.9511506848480433,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
45,journals/sigmod/VelACM01,True,1,LseDURw3BXMJ,0.8084884876519408,0.0001639748140938396,0.808324512837847,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
46,conf/sigmod/ChaudhuriGS03,True,1,OFGtGwUHhUQJ,0.9912053676587244,0.003044488007149982,0.9881608796515744,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
47,journals/sigmod/DoanPSB97,True,2,fdM1W8iEk_YJ,0.9899983738632615,0.2810381499131482,0.7089602239501134,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
48,journals/vldb/NanopoulosM02,True,1,icoWjIZ_6IIJ,0.9834797799705002,0.0020494011263127855,0.9814303788441874,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
49,conf/sigmod/BohmA96,True,1,978pJCGhaGoJ,0.950392873211398,0.015081453658744009,0.935311419552654,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
50,journals/sigmod/Loeffen94,True,3,gb-yIDOxaEkJ,0.9911194774252273,0.8373943806188692,0.15372509680635815,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
51,journals/sigmod/KappelR98,True,2,tbZ0J3HLI18J,0.9911194774252273,0.9630517950433356,0.028067682381891723,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
52,journals/sigmod/Liu01a,False,0,url:http://doi.wiley.com/10.1002/tl.7700,0.5244230226300821,0.4427433450785875,0.08167967755149463,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q2
53,journals/sigmod/SofferMC02,False,0,egn46hGLw7gJ,0.00017659355763138067,0.00016686223683980004,9.731320791580628e-06,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
54,conf/sigmod/SinghTW94,True,1,uAQ-tJ0j4nkJ,0.9459074063310083,0.009145992729150546,0.9367614136018578,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
55,journals/sigmod/EisenbergM98,True,2,-RAYAJbKLNUJ,0.9899983672832132,0.6975905199718361,0.29240784731137714,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
56,journals/sigmod/Qian94a,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.24061801472167318,0.006314495977946963,0.23430351874372624,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q2
57,conf/vldb/StanoiRAA01,True,1,SBpUQ0L7KUgJ,0.9775531105088411,0.0014037591424721845,0.9761493513663689,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
58,journals/sigmod/BonnetBDL03,True,1,aovCRhocZUcJ,0.9893456639836238,0.08559062068207893,0.9037550433015449,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
59,conf/vldb/Adler01,True,1,Tnuonq9Zi4cJ,0.9297124590863176,0.0011953927839614567,0.9285170663023562,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
60,conf/vldb/Bar-YossefBCFW00,True,1,-gm97JzyHJsJ,0.9895048770924354,0.0008387006820754646,0.9886661764103599,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
61,journals/sigmod/ONeilG95,True,5,ZF4UVaOvyTIJ,0.9709873051528397,0.969374844971473,0.0016124601813667372,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
62,journals/sigmod/ShethBS99,True,3,cqlnSEkt12EJ,0.8904823887256396,0.851330101163589,0.03915228756205058,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
63,conf/vldb/XinHLW03,True,1,v0rD-1nzJmYJ,0.9810544111441062,0.006413443160413437,0.9746409679836927,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
64,journals/sigmod/ShinM94,True,1,hnpTcGMYR80J,0.9853204741074332,0.0671904918699285,0.9181299822375046,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
65,journals/sigmod/GobleR02a,True,2,B-u4advaVBkJ,0.9804718011921375,0.9346459048219644,0.04582589637017309,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
66,conf/sigmod/ImielinskiV95,True,1,dKMRgoNRQDgJ,0.9613937140907196,0.0020068344494899395,0.9593868796412297,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
67,journals/sigmod/BohmR94,True,2,GXApzwcGl78J,0.9838450900813225,0.3019027552696705,0.681942334811652,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
68,journals/sigmod/KeetonPH98,True,3,6MtRlhEClPEJ,0.9899764334224013,0.9809187475558193,0.009057685866581955,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
69,journals/sigmod/GottlobKP03a,True,1,rDRdlwdHGb0J,0.5454976348385464,0.0030760441501703198,0.5424215906883761,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
70,journals/sigmod/CruzKLSWY02,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601882%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9849732799772903,0.06351665151066227,0.9214566284666281,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
71,conf/vldb/DeckerK03,True,1,es2kSNccUGMJ,0.5527605011890918,0.017494555238334437,0.5352659459507574,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
72,journals/sigmod/Naughton00,False,0,qU_IX5KFwIoJ,0.022150264620217276,0.002623639202399887,0.01952662541781739,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
73,conf/sigmod/ZhangZPTL03,True,1,S3lELcdpzTkJ,0.9587851600932817,0.18038086612144907,0.7784042939718326,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
74,conf/sigmod/UrhanFA98,True,1,ufjnZovcIb4J,0.9528164776407584,0.0006225561440792934,0.9521939214966791,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
75,conf/vldb/GohOST99,True,1,hK5EOo-Z7JMJ,0.9741772893426569,0.00021854985659463348,0.9739587394860623,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
76,conf/vldb/KoudasS03,True,2,F0VufxHFRP8J,0.5074292705623765,0.28590204282448267,0.22152722773789385,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q2
77,conf/vldb/GotoK02,True,1,2Pc6rKYB8ykJ,0.990743610100892,0.08292767401407071,0.9078159360868212,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
78,journals/sigmod/Aberer03a,True,2,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D641004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.6375101817986929,0.6358483042076504,0.0016618775910425265,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
79,journals/tods/KossmannFDA00,True,1,8tDPAHGDRggJ,0.9832265951929596,0.000533042508245767,0.9826935526847138,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
80,conf/sigmod/BrinMS97,True,9,-tbXaORoThUJ,0.971504881534275,0.9560715582026698,0.015433323331605298,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
81,journals/sigmod/HaritsaS96,True,1,2w2qkhr3k3kJ,0.4364399661855261,0.3585360462744697,0.07790391991105639,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q2
82,conf/vldb/AggarwalY02,True,1,W9wJnFy0TDAJ,0.978452694065638,0.006260224299481755,0.9721924697661561,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
83,conf/vldb/LohmanL02,True,1,jC-TppzLPuEJ,0.9841764670815258,0.013695520002184528,0.9704809470793413,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
84,journals/sigmod/HuangKL02,True,2,yyUMt1X2WXcJ,0.9856539646162576,0.5756068469515953,0.4100471176646624,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
85,journals/sigmod/BilirisP96,True,1,fu9j50Kk4Y4J,0.9911194771687345,0.00731441311038312,0.9838050640583513,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
86,conf/sigmod/HullZ96,True,2,H1E3GuQcoUAJ,0.9912053650366743,0.5231702140571062,0.46803515097956816,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
87,journals/vldb/Ozsu03,True,1,url:http://www.springerlink.com/index/3G9E0YCGLRQFPN89.pdf,0.8730915451035055,0.000162699309334435,0.8729288457941711,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
88,conf/sigmod/Epstein95,False,0,m42J4EvvK_wJ,0.42577022871217923,0.4131773406891841,0.01259288802299513,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
89,conf/vldb/AnSVKIG01,True,3,HosSI1GtRY8J,0.9681425704889867,0.19564492004559783,0.7724976504433888,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
90,journals/sigmod/MaelbranckeO95,True,1,_FKSZiytB2AJ,0.9853144870728084,0.005639076444521401,0.979675410628287,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
91,conf/sigmod/FabretJLPRS01,True,4,8lBDhvljrAEJ,0.9605325006703737,0.7856787579947225,0.17485374267565112,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
92,conf/sigmod/BrinkhoffKSS94a,True,1,yp82ArYEGxIJ,0.888924831210608,0.03008474426069019,0.8588400869499178,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
93,conf/sigmod/Mohan99,True,1,XppwYYxOpksJ,0.9912053723947544,0.008118699054359656,0.9830866733403947,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
94,conf/sigmod/BilirisP94,True,1,KYhmilHkq_IJ,0.9912053629226919,0.007373887342938777,0.9838314755797531,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
95,journals/sigmod/DAndreaJ96,True,1,-XugBF7u07EJ,0.7905379162814886,0.3127747930726325,0.4777631232088561,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
96,conf/sigmod/BaruFGHJPW95,True,2,C60KJG_xVm0J,0.9874029570345827,0.07705836551887825,0.9103445915157045,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
97,journals/sigmod/JukicNV03,True,1,eR43Urfx-hcJ,0.9901297596068995,0.0002002811325724955,0.989929478474327,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
98,conf/vldb/SarawagiBKM02,True,1,G9DGYRD0cnMJ,0.9907435977514862,0.22731319155971685,0.7634304061917694,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
99,conf/sigmod/LoR94,True,2,3CMnzSHX7KoJ,0.904378451982124,0.8661194599164742,0.038258992065649755,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
100,conf/vldb/GarofalakisOS97,True,3,dW_pRNemQfsJ,0.9065537963028366,0.5086547048252296,0.39789909147760705,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
101,journals/vldb/SuHHHLWLPLL01,True,3,xcRKDHBIUb8J,0.968901779433434,0.9013472350991757,0.06755454433425834,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
102,journals/vldb/ShanmugasundaramSBCLPR01,True,5,HKM-zP0LT_UJ,0.9715820862764073,0.9184804929562885,0.05310159332011877,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
103,conf/vldb/HasanM95,True,3,-aml_OMAQNgJ,0.9907436198525663,0.9347618264518347,0.055981793400731616,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
104,conf/sigmod/Blakeley94,True,1,VLd1PgYIoN8J,0.6001114786127945,0.017578030687190317,0.5825334479256041,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
105,conf/sigmod/GetoorTK01,True,2,99N4rXNdaqMJ,0.9585405352550257,0.9501200202989609,0.008420514956064773,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
106,conf/sigmod/DoanDH01,True,1,Lv0bggWzgeoJ,0.9899731200592748,0.18965566051310112,0.8003174595461737,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
107,journals/sigmod/VetterliVS00,True,3,h7RBOvmQHhEJ,0.988822367464985,0.9697261028597851,0.019096264605199864,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
108,journals/sigmod/X95a,False,0,url:http://ieeexplore.ieee.org/iel5/2/4048/x0715521.pdf,0.04780545747612848,0.001465264352841786,0.046340193123286695,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
109,conf/vldb/Slutz98,True,1,1blbGQk5ZpUJ,0.9573559591825607,0.00031526642895880015,0.9570406927536018,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
110,conf/sigmod/SchusterW01,True,1,59akjz-Qe9IJ,0.9593010239617185,0.02821308402196069,0.9310879399397578,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
111,journals/tods/BrunoCG02,True,1,tkCWrg5OsIwJ,0.9843340225339122,0.16000300211714744,0.8243310204167648,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
112,conf/sigmod/LometW98,True,3,F2ecYx97F2sJ,0.9897807695047708,0.8890569159950461,0.10072385350972468,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
113,conf/vldb/ChoN02,True,2,4tTQJrG4pn8J,0.990743610100892,0.844580896221507,0.14616271387938495,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
114,conf/sigmod/SistlaW95,True,4,KO3FcQ57_rkJ,0.9813484010612916,0.9198803928284576,0.06146800823283405,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
115,conf/vldb/GuptaHQ95,True,5,VCSbj6MwKlgJ,0.9907436198525663,0.8854355125767372,0.10530810727582907,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
116,journals/sigmod/LeeF01,True,2,oUisL_YUScYJ,0.9911194784924485,0.8866809429456889,0.10443853554675964,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
117,journals/vldb/BernsteinPS00,True,1,08d5th2jiqcJ,0.9787553631958403,0.9213558513012244,0.057399511894615896,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
118,journals/sigmod/Kuijpers02,True,1,06Ut4zQ7xWQJ,0.3410262228762856,0.20597852022185847,0.13504770265442712,0.6000000000000002,False,missing_match,DBLP,44,True,false_link,Q2
119,conf/vldb/CormodeKMS03,True,1,0ZQnv8tOzBwJ,0.9523411457287949,0.27595816916823807,0.6763829765605569,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
120,conf/vldb/Objectivity98,True,1,o3fkxpcCBskJ,0.3052068350715779,0.02775291180707785,0.2774539232645001,0.6000000000000002,False,missing_match,DBLP,44,False,missing_match,Q2
121,conf/vldb/GaasterlandL94,True,2,oIFrkS2rPrcJ,0.9907436040065488,0.5965565726482687,0.39418703135828015,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
122,conf/vldb/KraissW97,True,1,X6w3sK-vb2wJ,0.8765457356682654,0.00487711476715611,0.8716686209011093,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
123,conf/vldb/HinneburgAK00,True,2,1ambq2RMGMoJ,0.9861092846694676,0.056203526941971685,0.9299057577274958,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
124,conf/sigmod/Suciu99,True,1,FOpGGQJyLLsJ,0.6456930922459759,0.003222835073222671,0.6424702571727533,0.6000000000000002,True,correct,DBLP,44,False,missing_match,Q3
125,conf/sigmod/OriaOILY00,True,2,xdUDA920uhMJ,0.969987012552344,0.5735210873188445,0.39646592523349944,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
126,conf/sigmod/Gray95,False,0,jiJgbmwO0lAJ,0.18661603523184117,0.035716961648897844,0.15089907358294333,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q2
127,journals/sigmod/VenkatraoP95,True,1,qk3LVAuS2SUJ,0.9830786614531006,0.0018572714655368824,0.9812213899875637,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
128,conf/sigmod/GunopulosKTD00,True,2,ASfROcKWFmgJ,0.990854959606246,0.9726717272576415,0.018183232348604528,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
129,journals/sigmod/SilberschatzZ97,True,2,7JRwRy6VapMJ,0.9771304043778134,0.11739852764234385,0.8597318767354696,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
130,journals/sigmod/YaoG02,True,3,ARLe7W8EvDoJ,0.9911194761015134,0.9286151904240646,0.06250428567744881,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
131,journals/sigmod/LacroixB03,True,1,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.4585306949676335,0.0005361904935589834,0.4579945044740745,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
132,conf/vldb/PellenkoftLK97,True,2,793XPMTdcBEJ,0.9882618865203714,0.9280831826380235,0.06017870388234792,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
133,journals/sigmod/NormanZT96,True,1,rPFgPOAANuQJ,0.9872078414262173,0.0011422551513043998,0.9860655862749129,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
134,conf/sigmod/DattaDTVSR02,True,4,orxvLy4vVEQJ,0.9330785080233733,0.41995595140086633,0.513122556622507,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
135,conf/sigmod/GrossmanHQ95,True,1,Z_kXgQsN0W0J,0.9553743729647644,0.41583553049851174,0.5395388424662526,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
136,conf/vldb/DiwanRSS96,True,1,HjDa9on7LzoJ,0.976534453097827,0.00505516625047685,0.9714792868473502,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
137,conf/sigmod/PhanN02,True,1,LLIkm2GMqakJ,0.9297512185113949,0.0010745473385741359,0.9286766711728207,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
138,conf/sigmod/SalemBCL00,True,1,FElMcikK2GUJ,0.9868969649473388,0.0015135202790730186,0.9853834446682658,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
139,journals/sigmod/QuixSJ02,True,1,BrO3XOrt66MJ,0.9172098295682884,0.0028907697896052176,0.9143190597786832,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
